id;abstract
721;"OBJECTIVE: to describe the adequacy of dietary practices in relation to the Dietary guidelines for the brazilian population, and to analyze associated factors among Brazilian adults. METHODS: this was a cross-sectional study using a convenience sample of 900 adults (18-60 years old) resident in Brazil; a dietary practices scale (24 items; score 0-72) based on the Guideline recommendations was administered using an online panel; multiple linear regression analysis was used. RESULTS: participants' mean age was 33.5 years and 52.0% of them were women; the mean score on the scale was 36.4 points (SD=8.5); scores were directly associated with age (linear trend p<0.001), and were higher among people from the North-Northeast regions (37.8), compared to those from the Midwest-Southern regions (35.8) (T-test p=0.001). CONCLUSION: the adequacy of dietary practices in keeping with Guideline recommendations was associated with age and region of residence."
722;"OBJECTIVE: to analyze prevalence and factors associated with lifetime drug use in adolescents. METHODS: this was a cross-sectional study carried out in 2015 with elementary and high school students in Cuiabá, MT, Brazil, aged 10-19; drug use (except alcohol and tobacco) was analyzed according to sociodemographic, school and family variables; data were submitted to descriptive analysis and Poisson regression to estimate prevalence ratios (PR) and 95% confidence intervals (95%CI). RESULTS: drug use prevalence was 23.5% (95%CI 20.8;26.4) and was associated with unsatisfactory family relationships (PR=1.43; 95%CI 1.08;1.91) and non-authoritative parenting style (PR=1.67; 95%CI 1.14;2.44). CONCLUSION: prevalence of drug use among adolescents was associated with unsatisfactory family relationships, especially when conflicts were between parents and when parenting style was non-authoritative."
723;
724;"OBJECTIVE: to analyze prevalence of violence against high school teachers and associated factors in Teresina, Piauí, Brazil. METHODS: this was a cross-sectional study using convenience sampling. Data was collected in 2016 in public and private high schools, using a self-administered questionnaire. Prevalence ratios (PR) using Poisson regression and 95% confidence intervals (95%CI) were calculated. RESULTS: 279 teachers participated, of whom 54.8% (95%CI 48.8;60.7) reported having suffered at least one type of violence. Verbal insults were most prevalent (39.4%; 95%CI 33.7;45.4), positively associated with public schools (PR=1.45; 95%CI 1.00;2.11) and with schools in the city's Eastern region (PR=1.85; 95%CI 1.17;2.93) and Southern region (PR=1.59; 95%CI 1.05;2.41). Sexual harassment was associated with males (PR=2.38; 95%CI 2.02;2.71). CONCLUSION: violence against teachers was higher in public schools in poorer outskirt regions and regions with high indicators of urban violence."
725;"OBJECTIVE: to analyze markers of healthy and unhealthy food consumption and associated socio-economic, demographic and behavioral factors in women in the rural area of Rio Grande, RS, Brazil. METHODS: this was a cross-sectional population-based study conducted in 2017; outcomes were collected using a Ministry of Health food consumption marker instrument; Poisson regression was used. RESULTS: 963 women (15-49 years old) were included in the study; previous day consumption frequencies were beans 71.2%; sweetened beverages, 66.1%; fresh fruit, 52.9%; vegetables, 55.1%; filled sweet biscuits/desserts/candies, 35.5%; hamburger/charcuterie 22.5%, and instant noodles/savory biscuits 19.9%; fruit and vegetable consumption was higher in the A/B economic classes; prevalence of unhealthy food consumption was higher among women aged 15-19; women who ate 5/6 meals a day consumed more fresh fruit, vegetables and filled sweet biscuits/desserts/candies. CONCLUSION: appropriate prevalence of healthy consumption markers and moderate prevalence of unhealthy food consumption markers were found."
726;"OBJECTIVE: to evaluate maternal intention to breastfeed, duration of breastfeeding up to 24 months-of-age and reasons for weaning in the first year of life. METHODS: this was a cohort study conducted in Pelotas, RS, Brazil, with participants from the Multi-Center Body Composition Study; a life table was used to analyze duration of breastfeeding. RESULTS: of the 1377 mothers screened, 74.3% reported intending to exclusively breastfeed up until 6 months, while 91.1% intended to prolong breastfeeding until at least 12 months; 58.0% of children were breastfed up to at least 6 months; median breastfeeding duration was 10.8 months (IQR: 5.8 - 23.0); the main reasons reported for weaning were insufficient breast milk (57.3%), return to work/school (45.5%), and unexplained refusal by the baby (40.1%). CONCLUSION: the results show that despite the intention to breastfeed, there are still structural and social barriers that interfere with successful breastfeeding, especially those related to working mothers."
727;"OBJECTIVE: to identify Brazilian micro-regions with under-reported tuberculosis cases, from 2012 to 2014. METHODS: this was an ecological study using data from the Notifiable Health Conditions Information System (SINAN). The indirect estimator of the proportion of notified cases (EIPCN) was calculated as the mean between the proportion of cases that adhered to treatment and the proportion of those who underwent sputum smear microscopy. Negative Binomial Regression was used to investigate evidence of under-reporting in the micro-regions selected through EIPCN. RESULTS: under-reporting was suspected in 89 (17.5%) micro-regions with EIPCN below 83%. The EIPCN rate ratio in the regression model was 0.996 (95%CI 0.988;1.003) considering all the data and equal to 0.987 (95%CI 0.974;0.999) excluding the 89 micro-regions with suspected under-reporting. CONCLUSION: evidence of tuberculosis case under-reporting was found in micro-regions where basic indicators of surveillance system quality had poor performance."
728;"OBJECTIVE: to evaluate the application of a deterministic routine for identifying multiple pregnancies on the Brazilian Live Birth Information System (SINASC). METHODS: SINASC data deduplication and linkage with the mortality database (fetal deaths) for Rio de Janeiro state for the period 2007-2008; we used a deterministic routine, using a key based on SINASC maternal and birth information, complemented by manual review. RESULTS: of the 433,874 SINASC records, 9,036 (2.1%) were classified as multiple pregnancy newborns; after implementing the routine, we reclassified 385 records as twins, and 286 as singletons; accuracy of multiple pregnancy information on the SINASC database was high (sensitivity=95.8%; specificity=99.9%); applying the routine without the manual review process increased sensitivity by 4.2%, with no significant change of specificity. CONCLUSION: despite the accuracy of information regarding multiple pregnancy held on SINASC, we suggest the use of this routine as an option for improving classification of twins."
729;"OBJECTIVE: to investigate dental auxiliaries (DA) hepatitis B immunization in Brazilian National Health System (SUS) services in nine cities in São Paulo State, Brazil, in 2018. METHODS: this was a cross-sectional study based on interviews using a questionnaire as well as evaluation of immunity using the anti-HBs test, evaluation of prior testing, test result and interpretation and guidance provided about hepatitis B. RESULTS: of the 70 registered DA, 35 completed the course of vaccinations, 29 had negative anti-HBs test results, 16 had tested previously, and 43 did not correctly understand their result; there was association (p=0.025) between completed course of vaccinations and receipt of guidance. CONCLUSION: most DA received guidance about hepatitis B; however, a considerable portion did not complete the course of vaccinations and had negative anti-HBs test results; few DA had tested previously nor correctly interpreted the result; evidence was found of an alarming scenario in which there are severe shortcomings in DA hepatitis B immunization."
730;"OBJECTIVE: to present a methodological sequence resulting from multicriteria analysis indicating areas with different Aedes aegypti intervention priorities. METHODS: a Female Aedes Displacement Index (IDFAedes) was created, consolidated according to urban blocks, representing interaction between population densities, Aedes aegypti oviposition sites and dengue case notifications; a graphical model (Model Builder) was developed with QGIS software using the Kernel mapping algorithm and IDFAedes as the weighting factor. RESULTS: stratification for the evaluated example - Anápolis, GO, Brazil - indicated intervention priority levels for urban blocks - 17.5%, very low priority; 37.3%, low; 33.6%, medium; 10.2%, high; 1.4%, very high -; blocks with medium, high, and very high priority accounted for 22.53,% of the territory in the area. CONCLUSION: the spatial block method proposed in this article can be included in health surveillance programs for intensified targeting and planning of control actions."
731;"OBJECTIVE: to describe the epidemiological profile of scorpionism and to investigate factors associated with case severity in the Far South of Bahia, Brazil. METHODS: this was a descriptive study using data on scorpion accidents reported on the Notifiable Health Conditions Information System (SINAN) from 2010 to 2017; odds ratios (OR) were calculated to investigate factors associated with severe cases. RESULTS: 3,055 cases were reported, of which 411 (13.5%) were severe and included 10 deaths; highest incidence occurred in 2017 (1.3 per 1,000 inhabitants); cases predominated in rural areas (62.5%), among males (70.1%), those aged 20-49 years (51%), and Black people (84%); 22.7% of those stung received serotherapy; severe cases were more frequent among children under 15 years old (OR=3.26; 95%CI 2.55;4.74), and people stung in rural areas (OR=1.40; 95%CI 1.10;1.78). CONCLUSION: scorpionism incidence increased; case severity was associated with younger people and occurrence in rural areas."
732;"OBJECTIVE: to describe the profile of case notifications and hospitalizations of intentional self-harm involving adolescents in Brazil. METHODS: this was a descriptive study with data from the Notifiable Health Conditions Information System (SINAN) (2011-2014) and the Brazilian National Health System Hospital Information System (SIH/SUS) (2007-2016) about intentional self-harm. RESULTS: there were 15,702 notifications, with predominance of the 15-19 years age group (76.4%), females (71.6%) and White race/skin color (58.3%); the home was the most frequent place of occurrence (88.5% among those 10-14 years old and 89.9% among those 15-19 years old); poisoning/intoxication was the most used method (76.6% and 78% in the 10-14 and 15-19 age groups, respectively); there were 12,060 hospitalizations, with a predominance of females (58.1%) and greater occurrence in Southeast Region (2.7 and 7.0 notifications/100,000 inhabitants in the 10-14 and 15-19 age groups, respectively). CONCLUSION: the results reinforce the need for health services to be sensitive to recording cases and providing care to these adolescents."
733;"OBJECTIVE: to analyze the occurrence of food insecurity and associated factors in Rio Grande, Rio Grande do Sul, Brazil, in 2016. METHODS: this was a cross-sectional population-based study using data obtained by interviewing heads of household; Poisson regression with robust variance adjustment was used. RESULTS: 675 households were included; food insecurity prevalence was 35.2% (95%CI31.6;39.0) and its occurrence was associated with heads of household being female (PR=1.49 - 95%CI1.17;1.90), not being white-skinned (PR=1.49 - 95%CI1.18;1.88), being younger, unmarried (PR=1.39 - 95%CI 1.07;1.81), belonging to the lowest education bracket (PR=1.58; 95%CI 1.17;2,12), belonging to the first and second assets index tertiles, having insufficient money to meet expenses (PR=2.22 - 95%CI 1.76;2.80), being obese (PR=1.39 - 95%CI 1.13;1.71), and being a smoker (PR=1.28 - 95%CI 1.05;1.56). CONCLUSION: food insecurity was associated with all factors studied except alcohol abuse."
734;
735;
736;
737;"OBJECTIVE: to estimate the prevalence of self-reported tooth extractions and analyze associated factors in quilombola communities in Feira de Santana, Bahia, Brazil. METHODS: this was a cross-sectional study, with 864 quilombolas; association between self-reported tooth extractions (no experience of extraction; ≤5 extracted teeth; >5 extracted teeth), and possible associated factors was estimated using multinomial logistic regression, with a 95% confidence interval (95%CI). RESULTS: tooth extractions were self-reported by 82.0% of quilombolas, 49.8% of whom had ≤5 teeth extracted and 32.2% of whom had >5 teeth extracted; greater likelihood of tooth extraction was associated with being male (adjusted OR = 1.7 - 95%CI1.1;2.7), working as an unregistered worker (adjusted OR = 2.7 - 95%CI1.3;5.7), being ≥60 years old (adjusted OR = 5.2 - 95%CI1.9;14.1) and reporting having dental caries (adjusted OR = 4.1 - 95%CI2.5;6.7). CONCLUSION: tooth extractions are associated with social vulnerability conditions experienced by the quilombolas of the semi-arid region of Bahia state."
738;"OBJECTIVE: to describe the profile and incidence of malaria cases among indigenous and non-indigenous people on the Brazil-French Guiana border, between 2007 and 2016. METHODS: this is a descriptive study based on analysis of cases notified on the Malaria Epidemiological Surveillance Information System (SIVEP-Malaria), organized using Tableau 10.3. RESULTS: a total of 21,729 cases were notified in the period; the highest annual number of notifications was 3,637 (16.7%) in 2009, 1,956 (53.8%) of which related to indigenous people, representing annual parasite incidence (API) of 261/1,000; higher risk of infection was found in the Kumenê base area (API between 13 and 534/1,000) and the Manga base area (API between 55 and 448/1,000); children accounted for 20.0 to 40.0% of notified cases, while pregnant women accounted for 2.0% among non-indigenous people and 1.0% among the indigenous. CONCLUSION: malaria case distribution was unequal between indigenous and non-indigenous people, with greater occurrence among the indigenous."
739;"OBJECTIVE: to investigate the prevalence of negative self-rated health and associated factors among municipal health service workers in Diamantina, MG, Brazil. METHODS: this was a cross-sectional census study using Poisson regression. RESULTS: 203 health workers took part in the study, 70.9% were female, and 57.1% were up to 38 years old; prevalence of negative self-rated health was 28.6% (95%CI22.4;34.8); in the multivariate analysis, the following were associated with the outcome: being 39 years old or more (PR=1.56 - 95%CI1.01;2.40), monthly family income >3 minimum wages (PR=0.63 - 95%CI0.41;0.97), having another paid occupation (PR=0.55 - 95%CI0.34;0.89), poor sleep quality (PR=1.99 - 95%CI1.32;2.99), diagnosis of one disease (PR=2.33 - 95%CI1.13;4.81) or multiple diseases (PR=2.63 - 95%CI1.32;5.24), suffering aggression at work (PR=1.92 - 95%CI1.29;2.85), and frequent participation in domestic activities (PR=0.55 - 95%CI0.38;0.80). CONCLUSION: prevalence of negative self-rated health was high and was associated with sociodemographic, occupational, behavioral and health situation factors."
740;"OBJECTIVE: to analyze the epidemiological and toxicological profile of suicide cases in Rio Grande do Sul, Brazil, in 2017 and 2018. METHODS: this was a cross-sectional study with data from police incident reports and state General Forensic Institute records; multiple correspondence analyses were performed and logistic regression models were built. RESULTS: there were 2,564 suicides (11.3/100,000 inhabitants/year), mostly involving males (79.4%), and the 50-54 years age group (10.3%); the main method was hanging (72.5%); positive results for ethanol were found in 29.1% of cases and for other psychotropic drugs in 36.1% of cases; young people were 4.5 times (95%CI 2.7;7.7) and 2.4 times (95%CI 1.5;3.6) more likely to be the victims when there were positive results for an illegal substance or parental absence, respectively. CONCLUSION: male and adult victims predominated, hanging was the most common means, and, in one third of the cases, psychotropic drugs were present."
741;OBJECTIVE: to describe schistosomiasis control actions and its epidemiological situation in Pernambuco, Brazil, 2010-2016. METHODS: this was a descriptive study using data from the Schistosomiasis Surveillance and Control Program Information System for 116 municipalities, including indicators related to control actions (population surveyed, tests performed, treatment coverage) and epidemiological actions (positivity, parasite load, other helminthiases). RESULTS: Health Regions II, III, IV, V and XII, which are traditionally endemic, registered higher average percentages for control actions (population surveyed [6.5%, 6.0%, 2.0%, 12.0%, and 13.0%], tests performed [75.0%, 75.5%, 74.0%, 74.0%, and 68.5%], and treatment coverage [71.0%, 82.5%, 82.0%, 91.0%, and 73.0%], respectively), and higher average percentages for epidemiological variables (positivity [3.5%, 8.0%, 1.0%, 2.0%, and 6.5%], high parasite load [0.1%, 0.7%, 0.02%, 0.03%, and 0.5%], and other helminthiases [4.0%, 11.0%, 4.0%, 6.0%, and 8.0%], respectively). CONCLUSION: control actions need to be expanded in traditionally endemic regions.
742;"OBJECTIVE: to analyze prevalence and factors associated with maternal breastfeeding in the first hour of life (MBFFHL) in full-term live births in Vitória da Conquista, BA, Brazil. METHODS: this was a cohort-nested cross-sectional study; data were collected between February and August 2017 using a questionnaire answered by mothers as well as medical records; hierarchical multivariable analysis with Poisson regression was used. RESULTS: the study included 388 mother-liveborn baby pairs; MBFFHL prevalence was 49.5%; outcome was associated with maternal education ≥12 years (PR=0.63 - 95%CI 0.46;0.87), prenatal guidance on child holding and positioning (PR=1.44 - 95%CI 1.07;1.95), liveborn baby taken to its mother soon after delivery (PR=1.41 - 95%CI 1.04;1.92), mother and baby kept together in the same room (PR=2.42 - 95%CI 1.09;5.36), and delivery at a Baby-Friendly Hospital (PR=2.43 - 95%CI 1.72;3.43). CONCLUSION: MBFFHL was associated with maternal factors, prenatal care and hospital care."
743;"OBJECTIVE: to describe the epidemiological profile of congenital syphilis (CS) in Tocantins, from 2007 to 2015. METHODS: this was a cross-sectional descriptive study conducted with data from the Notifiable Health Conditions Information System (SINAN) and the Live Birth Information System (SINASC). RESULTS: 1,029 CS cases were reported; mean CS incidence was 4.6/1,000 Live Births (LB), increasing from 3.1/1,000 LB in 2007 to 9.8/1,000 LB in 2015 (increase of 216.1%); municipalities located in the central and northern regions of the state had the highest rates; the majority of mothers of newborn babies were 15-24 years old, had elementary school education, started prenatal care in the third trimester of pregnancy, and received inadequate prenatal care. CONCLUSION: high occurrence of congenital syphilis in Tocantins requires immediate intensification of CS surveillance and improved prenatal care quality, especially in municipalities with higher incidence."
744;"OBJECTIVE: to describe the occurrence of hepatitis B among pregnant women, immunoprophylaxis and vertical and perinatal transmission in children exposed to the virus in the São Paulo state primary care network, Brazil. METHODS: this was a cross-sectional study using prenatal records of pregnant women attending health services between January and June 2012 and a cohort of newborns; the frequencies of the results were described and the estimated occurrence of hepatitis B was calculated. RESULTS: 6,233 pregnant women were included, of whom 53.1% were between 20-29 years old, 58.7% had 8-11 years of schooling, 53.3% were white, and 73.9% lived with a partner; occurrence of hepatitis B was 0.13% (95%CI 0.04; 0.21); of the eight children of mothers with chronic hepatitis B, six had a complete vaccination schedule, and there was no vertical or perinatal transmission. CONCLUSION: there was low occurrence of hepatitis B in pregnant women and absence of vertical or perinatal transmission."
745;"Objective to assess the applicability of the Brazilian List of Avoidable Causes of Death (BAL) to perinatal mortality in public maternity hospitals in the states of Rio de Janeiro (RJ) and São Paulo (SP) in 2011. Methods this was a descriptive case series study of perinatal deaths using primary data from the Mortality Information System; the BAL was applied, with adaptations (codes P20.9 and P70-74) and, in addition in Rio de Janeiro the Extended Wigglesworth (EW) Classification was also used. Results according to the BAL, 61.2% of the 98 perinatal deaths were avoidable, mainly by providing adequate attention to women in pregnancy; 'Ill-defined causes of death' accounted for 26.6% of cases, mainly fetal deaths; use of EW in RJ indicated that the 'Antepartum Fetal Death' category was predominant and was related to inadequate prenatal care; this was in line with the BAL. Conclusions after reallocating some codes, the BAL can improve fetal death evaluation, whereby studies with a larger number of participants are needed."
746;"OBJECTIVE: to analyze the spatial distribution and temporal trend of human resources for the Brazilian National Health System (SUS) and the Supplemental Health sector. METHODS: an ecological study was conducted in the country's 27 Federative Units (FUs); SUS Information Technology Department (DATASUS) data were used relating to the doctor, dental surgeon, nurse and nursing technician personnel categories for the period 2005-2016; Prais-Winsten regression was used to assess the time trend. RESULTS: there was an rising trend of Supplemental Health Sector human resources in all personnel categories, with an mean annual increase of 0.054 (95%CI: 0.031;0.076); with regard to SUS, there was an increase in dental surgeons and nursing technicians, with annual increases of 0.008 (95%CI: 0.003;0.011), and 0.066 (95%CI 0.022; 0.087), respectively, while in most FU, nurses showed a stationary trend and doctors showed a stationary or falling trend. CONCLUSION: inequalities were found in human resource distribution, reflecting the health system crisis."
747;
748;"OBJECTIVE: to analyze the results of the National Census of Primary Health Care Centers with regard to architectural and communication barriers in Primary Health Care throughout Brazil. METHODS: this was a cross-sectional study based on data from the first National Census of Primary Health Care Centers conducted between May and October 2012. RESULTS: the Northern region had the lowest rates of adequacy; although the Southeast region had the best rates when compared to the country's other regions, they were nevertheless unsatisfactory, since for many items adequacy was still below 50%; the items relating to accessibility by people with disabilities (5.7 to 34.2%) and/or the illiterate (0.1 to 27.4%) had very low scores. CONCLUSION: the majority of services evaluated had architectural and communication barriers, hindering access to health services by disabled, illiterate or elderly people; the importance of allocating resources to reduce iniquities and improve access is stressed."
749;This article presents the strategies and actions adopted by the Brazilian Ministry of Health to hold back COVID-19. The response to the disease was immediate and occurred prior to the first case being detected in Brazil. Provision of information and communication to the population and the press was adopted as a fundamental strategy for addressing the epidemic. Guidance provided to the population has been clear, stressing the importance of coronavirus transmission prevention measures. Efforts have been directed towards strengthening health surveillance and health care, as well as boosting research, development and innovation. Actions have targeted human resource training and expanding coverage afforded by the Brazilian National Health System (SUS). Protecting health workers is a priority. All SUS health workers, managers and directors are dedicated to preserving the health and life of each and every Brazilian citizen.
750;
751;"Objective to analyze the temporal trend of Web Food and Nutrition Surveillance System (SISVAN Web) coverage of children under 5 years old in the Northern Region of Brazil between 2008-2017. Methods this was an ecological time series study with data from SISVAN Web; coverage annual percentage change (APC) was estimated using the Prais-Winsten regression model. Results SISVAN Web coverage in the Northern Region in 2008 and 2017 was 12.2% and 37.9%, respectively, with a rising trend (APC=14.2% - 95%CI 10.9;17.6); the states and health regions showed similar trends; Acre was the state with the highest APC (17.3% - 95%CI 13.6;21.1). Conclusion there was a rising trend in SISVAN Web coverage in the Northern Region as a whole, in all its states and in all its health regions."
752;"Objective to describe occurrence of adverse events following immunization (AEFI) with Tdap vaccine during pregnancy. Methods this was a descriptive study using data from reports by participants in an effectiveness and immunogenicity study conducted in two hospitals in São Paulo, SP, Brazil, from 2015 to 2016. Results of the 201 mothers included in the study, 48 (23.9%) had at least one AEFI; 60 symptoms related to Tdap use were identified - pain (22.4%), swelling (2.5%), fever (1.5%), somnolence (1.0%), redness (0.5%), vomiting (0.5%), headache (0.5%), local reaction (0.5%), and fatigue (0.5%); no rare, very rare, or extremely rare adverse events were reported; all events were considered to be expected, as they are described in the vaccine package insert; outcome of all events was recovery without sequelae. Conclusion Tdap vaccine in the form adopted by the National Immunization Program is safe; no unexpected adverse events were identified among vaccinated pregnant women."
753;"OBJECTIVE: to report on Family Health Strategy action at a Primary Health Care Unit in addressing the measles epidemic in Fortaleza, CE, Brazil. METHODS: the actions were carried out between September 2013 and December 2015; nineteen suspected measles cases were registered, three of which were confirmed: two children under 1 year old and one 27-year-old man. RESULTS: 16,726 people between 5 and 29 years old were vaccinated, vaccination coverage in the target population was 82.6%; 101% coverage was achieved among children aged 5 to 11 and 76.8% coverage of people aged 12 to 29. CONCLUSION: the strategies used contributed to achieving the vaccination coverage target in the target population, resulting in the population registered in the Health Unit catchment area falling into the category of low risk of measles transmission."
754;"OBJECTIVE: to evaluate factors related to the dissatisfaction of users of the specialized dental care centers (CEO) in Brazil. METHODS: this was a cross-sectional study with data from the Dental Specialty Center Access and Quality Improvement Program; the study was conducted in 2014 and included a non-probabilistic sample of users; those who answered that the service received was regular, poor or very poor were classified as dissatisfied. RESULTS: a total of 8,730 users were included, 4.8% reported dissatisfaction; longer time taken to get to the service (OR=1.38 - 95%CI1.10;1.74), and longer waiting time until treatment (OR=1.37 - 95%CI1.07;1.75), were positively associated with dissatisfaction, whereas negative association was found with attention received (OR=0.12 - 95%CI0.09;0.16), the possibility of asking questions about treatment (OR=0.37 - 95%CI0.24;0.58), and receiving advice during treatment (OR=0.33 - 95%CI0.25;0.44). CONCLUSION: prevalence of user dissatisfaction was low and was associated with factors related to service organization and receipt of information and support."
755;"Objective to identify cut-off points for waist circumference (WC) and waist-to-height ratio (WHtR) with better sensitivity, specificity and accuracy to distinguish overweight elderly people by sex, using three body mass index criteria as anthropometric references. Methods this was a cross-sectional study that analyzed weight, height and WC measurements of 3,477 elderly people (2008-2009); receiver operating characteristic (ROC) curves were used to define the cut-off points. Results WC cut-off points were 86.5cm, 88.7cm and 91.5cm in women, and 93.0cm, 96.0cm and 97.5cm in men, according to World Health Organization/WHO, Nutrition Screening Initiative/NSI and Pan American Health Organization/PAHO criteria, respectively; WHtR cut-off points corresponded to 0.57, 0.58, 0.59 in the female sex, and 0.56, 0.58 and 0.59 in the male sex; highest absolute overall accuracy values: PAHO (men) and WHO (women). Conclusion WC and WHtR cut-off points were similar, regardless of the BMI criterion adopted."
756;"Objective to describe temporal trends and spatial distribution patterns of leprosy-related deaths in the state of Tocantins, Brazil, 2000-2015. Methods this study was based on Mortality Information System (SIM) data; mortality coefficient temporal trend analysis was performed using joinpoint regression and descriptive spatial analysis, taking the state's 139 municipalities as geographic units of analysis. Results 201 leprosy-related deaths were identified in Tocantins; average mortality coefficient was 0.7 deaths/100,000 inhabitants; mortality tended to increase significantly (5.4% Annual Percentage Change - 95% CI 2.0; 8.9); the average annual crude mortality coefficient ranged from 0.00 to 6.83 deaths/100,000 inhabitants, while the smoothed indicator ranged from 0.00 to 2.42 deaths/100,000 inhabitants. Conclusion leprosy mortality showed a rising trend and heterogeneous spatial distribution in Tocantins, with the need to strengthen leprosy surveillance and control measures."
757;"OBJECTIVE: to estimate potential life expectancy gains and differences between males and females, if avoidable deaths from circulatory system diseases, neoplasms and external causes had been eliminated in São Paulo, SP, Brazil, in the period 2014- 2016. METHODS: this was a cross-sectional study using data from the Mortality Information System (SIM), and the Brazilian Institute of Geography and Statistics (IBGE), using multiple decrement tables. RESULTS: of the 81,087 deaths from the diseases studied here, 75.1% were classified as avoidable; elimination of avoidable deaths due to circulatory system diseases was found to generate the greatest potential life expectancy gains, followed by neoplasms among females and external causes among males. CONCLUSION: magnitude of lost life expectancy due to avoidable deaths differs between males and females; sex differentials in avoidable mortality therefore persist, producing a series of challenges."
758;
759;"OBJECTIVE: to evaluate association between work and health risk behaviors among rural schoolchildren. METHODS: this was a cross-sectional study with 5th to 8th grade elementary and middle school students attending municipal schools in Barão do Triunfo, RS, Brazil in 2010; a self-administered questionnaire was used; their work profile was characterized as 'current workers', 'former workers', and 'non-workers'; health risk behaviors examined were smoking, alcohol consumption, overweight, and physical inactivity (≤300 minutes per week). RESULTS: of the 339 participants under 16 years old (89.9%), 82.3% were current workers; their predominant work was domestic services (39.8%), and farming (29.9%); 24.8% of students were overweight, 51.2% were inactive during leisure, 6.6% smoked, and 27.0% had consumed alcohol in the last 30 days; alcohol consumption was higher among workers than non-workers (p=0.02). CONCLUSION: eight out of ten schoolchildren worked, most of them as child labor; the most frequent health risk behavior was alcohol consumption."
760;"OBJECTIVE: to describe the spatial distribution of the first confirmed COVID-19 cases and deaths in Rio de Janeiro. METHODS: this was an ecological study of confirmed SARS-CoV-2 cases and deaths between March 6thand April 10th, 2020. Incidence, mortality, lethality, excess risk and global and local Moran rates were calculated. RESULTS: 1,808 confirmed cases and 92 confirmed deaths were recorded. The COVID-19 incidence rate was 26.8/100,000 inhab., the mortality rate was 1.36/100,000 inhab. and lethality rate 5%. The incidence rate in eight neighborhoods was 4-12 times higher than the overall rate for the municipality: Joá, in the city's Western Zone; Cosme Velho, Gávea, Ipanema, Jardim Botânico, Lagoa, Leblon and São Conrado, in its Southern Zone. CONCLUSION: high risk of COVID-19 infection and deaths was found in neighborhoods in the Southern Zone of the city of Rio de Janeiro. Neighborhoods in the Northern Zone of the city also stand out in relation to high risk of death."
761;OBJECTIVE: to describe the evolution of indicators and capacity for health care in the initial phase of the COVID-19 epidemic in the Northeast region of Brazil. METHODS: this was a descriptive study based on COVID-19 case epidemiological bulletins released by the Ministry of Health up until April 1st, 2020. The incidence rate, lethality and number of cumulative daily cases were calculated. RESULTS: 1,005 confirmed cases of COVID-19 were identified, most of them in Ceará and Bahia states. The incidence rate was 1.8/100,000 inhabitants and lethality was 2.7%. Ceará was the state with the highest number of cases, with 29.6 new cases per day on average. Average intensive care bed availability in the Northeast region (1.04/10,000 inhab.) was below the national average (2.8/10,000 inhab.). CONCLUSION: the indicators suggest that COVID-19 impact is heterogeneous and signal the challenges for health systems in the Northeast Region.
762;"OBJECTIVE: to characterize AIDS deaths eligible for Porto Alegre AIDS Mortality Committee (AIDSMC) investigation, Brazil, in 2015, and their therapeutic itineraries. METHODS: this was a descriptive study using secondary data from surveillance information systems and AIDSMC investigation forms. RESULTS: out of 336 deaths from AIDS-related causes, 113 (33.6%) were considered avoidable, of which 52 were analyzed by AIDSMC; there was predominance of males (30/52), low schooling level (29/52 incomplete elementary education), and less than 2 years between HIV infection diagnosis and death (28/52); tuberculosis was the most frequent cause of death (17/52); and in 50/52 cases at least one therapeutic itinerary inadequacy was identified. CONCLUSION: avoidable deaths of people with AIDS occurred mostly in men, those with low education level, those with recent HIV diagnosis and most deaths were due to tuberculosis."
763;"OBJECTIVE: to validate self-reported body weight of Programa Academia da Saúde (PAS) users in Belo Horizonte, MG, Brazil, and to identify factors associated with weight error. METHODS: self-reported body weight, obtained by telephone interview, was compared to measured weight; we used Student's t-test, ANOVA, Lin's concordance correlation coefficient, the Bland-Altman method and Kappa coefficient; women's self-reported weight was corrected according to measured weight using multiple regression. RESULTS: 441 users participated; weight self-reported by men was valid (error=0; p=0.15); overweight classification concordance was 94.3% (Kappa=0.88); errors were greater in the case of self-reported weight by women over 30 years old and overweight women (-0.8kg; error≠0; p<0.01); after correction using multiple regression, self-reported weight validity was satisfactory (error=0; p=0.99). CONCLUSION: self-reported weight of men can be used for research and health surveillance, but for women correction is required."
764;OBJECTIVE: to describe profiles of interest of web search queries related to the Covid-19 epidemic in Brazil. METHODS: this was a quantitative and exploratory study using Google Health Trends. We analyzed daily data of interest, defined as search probability (Pr), in 23 terms in searches performed by users connected in Brazil from January 1 to April 9, 2020. RESULTS: the peak in interest (Pr=0.0651) on the theme of coronavirus occurred on March 21. Interest in use of face masks (Pr=0.0041), social distancing (Pr=0.0043) and hand hygiene with alcohol gel (Pr=0.0037) was greater than interest in respiratory etiquette (Pr=0.0010) and hand hygiene with soap and water (Pr=0.0005). CONCLUSION: the difference in interest in issues related to combating Covid-19 was substantial and can guide new strategies for disseminating health information.
